image_name,mask_id,title,author,tag,isbn,not_book,not_in_db,segmentation_merged_books,series,section,ocr
20221128_110853_1.jpg,48,,,,,False,True,False,,4 Aprenentatge Llengües,PORTUGUÉS LIBRO DEL ALUMNO 435 Sab
20221128_110853_1.jpg,51,Cinco minutos ,"Alencar, José de, 1829-1877",435.2 Ale,,False,False,False,Português para todos. Nível básico 2,4 Aprenentatge Llengües,CINCO MINUTOS JOSÉ 4 ALENCAR 435.2 Ale
20221128_110853_1.jpg,20,Gramática portuguesa Espasa : la mejor guía para los estudiantes de portugués de todos los niveles ,"Caetano Gallego, Ana María",435.6 Cae,,False,False,False,,4 Aprenentatge Llengües,G gramática portuguesa ESPASA 435.6 Cae
20221128_110853_1.jpg,50,Manual de iniciación a la lengua portuguesa ,"Carrasco González, Juan M.",435.6 Car,,False,False,False,Ariel lenguas modernas,4 Aprenentatge Llengües,Manual de iniciación a la lengua portuguesa 435.6 Car
20221128_110853_1.jpg,42,,,,,True,False,False,,4 Aprenentatge Llengües,Isabel Coimbra Olga Mata Coimbra
20221128_110853_1.jpg,25,,,,,False,True,False,,4 Aprenentatge Llengües,Isabel Cosmbra Olga Mata Coimbra Gramática Ativa 2 435.6 Lei
20221128_110853_1.jpg,24,Gramática ativa. 1 ,"Coimbra, Isabel",435.6 Coi,,False,False,False,,4 Aprenentatge Llengües,Gramática Ativa 1 435.6 Coi
20221128_110853_1.jpg,43,,,,,True,False,False,,4 Aprenentatge Llengües,Gramática A1-B1
20221128_110853_1.jpg,38,,,,,True,False,False,,4 Aprenentatge Llengües,E STONE
20221128_110853_1.jpg,0,,,,,True,False,False,,4 Aprenentatge Llengües,435.6 ROC I I FREE I I b KIMONO DI MADAMA BUTTERFLY i D 4 1 137.2 a
20221128_110853_1.jpg,12,Italiano para viajar ,"Almaraz, Elena",437 Alm,,False,False,False,,4 Aprenentatge Llengües,Italiano para viajar 1m
20221128_110853_1.jpg,52,,,,,False,True,False,,4 Aprenentatge Llengües,DIOMAS Italiano de rada die Arg
20221128_110853_1.jpg,45,Da zero a cento : test di (auto)valutazione sulla lingua italiana ,"Ciulli, Cinzia",437 Ciu,,False,False,False,,4 Aprenentatge Llengües,Cinzia Ciulli Anna Lia Proietti da zero a cento
20221128_110853_1.jpg,36,,,,,False,True,False,,4 Aprenentatge Llengües,Maria Angela Cernigliaro - Antonio Damascelli CELI 3 7 Cer
20221128_110853_1.jpg,9,,,,,False,False,True,,4 Aprenentatge Llengües,Dipartimento di Unguistica all I ID COMUNICA'T EN ITALIÀ quaderno IT 12° 5 ma
20221128_110853_1.jpg,46,,,,,False,True,False,,4 Aprenentatge Llengües,Tells Marin La nuova Provo orale 1 Mar
20221128_110853_1.jpg,13,Italiano para el viajero, ,437 Ita,,False,False,False,Lonely Planet. Castellà,4 Aprenentatge Llengües,lonely planet I a Italiano Ita
20221128_110853_1.jpg,49,,,,,False,True,False,,4 Aprenentatge Llengües,buon & a . italiano in pratica 437 Maz Mazzotta
20221128_110853_1.jpg,53,,,,,True,False,False,,4 Aprenentatge Llengües,Esa
20221128_110853_1.jpg,35,,,,,False,True,False,,4 Aprenentatge Llengües,M MUSCOLINO FACCIAMO IL CELI 41 37 Mus
20221128_110853_1.jpg,44,,,,,False,True,False,,4 Aprenentatge Llengües,grammatica pratica della lingrang g Susanna Nocchi rammatica pratica della lingua italiana .6 Noc
20221128_110853_1.jpg,8,Italiano a tu ritmo ,"Müller Renzoni, Bettina",437 Mul,,False,False,False,,4 Aprenentatge Llengües,Italiano a tu ritmo 437 Mul
20221128_110853_1.jpg,6,,,,,False,True,False,,4 Aprenentatge Llengües,SSE ITALIANO SSE italiano- MÉTODO INTEGRAL 437 Vel
20221128_110853_1.jpg,7,,,,,False,True,False,,4 Aprenentatge Llengües,El Italiano 437 Oli
20221128_110853_1.jpg,14,Nonsolomoda ,"Nanetti, Sandro",437.2 Nan,9788416057047,False,False,False,Giallo all'italiana. A2,4 Aprenentatge Llengües,GUILLS ALLITALIANO HONSON SMODA 7.2 Nan
20221128_110853_1.jpg,10,Gramática italiana , ,437.6 Gra,9788415411932,False,False,False,Manual práctico (Larousse)   1,4 Aprenentatge Llengües,Gramática I .6 Gra
20221128_110903_1.jpg,1,Meteor and other stories ,"Wyndham, John, 1903-1969",441.2 Wyn,,False,False,False,Oxford bookworms library. Stage 6,4 Aprenentatge Llengües,METEOR AND OTHER STORIES O 441.2 Wyn
20221128_110903_1.jpg,8,Treading on dreams : stories from Ireland ,"West, Clare",441.2 Wes,,False,False,False,Oxford bookworms library. Stage 5,4 Aprenentatge Llengües,TREADING ON DREAMS: STORIES FROM IRELAND 441.2 Wes
20221128_110903_1.jpg,6,The Time machine ,"Wells, H. G., 1866-1946",441.2 Wel,,False,False,False,Fast track classics. Intermediate,4 Aprenentatge Llengües,THE TIME MACHINE 441.2 Wel
20221128_110903_1.jpg,0,,,,,True,False,False,,4 Aprenentatge Llengües,"2 I we ne IFEVIA AND MR HYBE S Frozen Pizza and other slices of life S Jnke A STREET 5 Forget to Remember Lets Lags 4 Alan Maley Man Hunt 4 The University Murders Richard Richard 3 A Puzzle for Logan Richard 6 4 Nothing but the Truth George 3 2 HENRY VIII AND HIS SIX WIVES ANIMALS AGATHA CHRISTIE, WOMAN OF MYSTERY John Excult THE GOOD EARTH PEARL BUCK SHERLOCK HOLMES AND THE DUKE'S SON Sir Arthur DRIVE INTO DANGER B1 16 The Lost World Collins Tarzan of the Apes Collins Collins The i I Bogar Burroughs Readers HEINEMANN GUI Marvel's Avengers Age 441.2 Buc 441.2 Chr 441.2 Bur 441.7 Kor 441 / Bur Agatha Christie Appointment with Death 441.2 Chr 441.2 Chr READERS PENGUIN Sir Arthur Conan Dayle 100 2'tbb DEAD MANSISLAND on 7'T17 difusión F.S.Fitzgerald i P FANTAINES ESCALONA 441.2 I it Fit Car 44197 Har Ter Kershaw 441.2 Ker 441.2 Mac MacAndrew MacAndrew 441.2 Mac MacAndrew 441.2 Mac 441.2 Mac 441.2 Mal de د 1441.2 Mon Mos Ed 441.2 SA A I LAS"
20221128_110903_1.jpg,37,The War of the worlds ,"Wells, H. G., 1866-1946",441.2 Wel,,False,False,False,Burlington activity reader. 4t ESO,4 Aprenentatge Llengües,I I 441.2 Wel
20221128_110903_1.jpg,38,The Joy luck club ,"Tan, Amy",441.2 Tan,,False,False,False,Oxford bookworms library. Stage 6,4 Aprenentatge Llengües,THE JOY LUCK CLUB 441.2 Tan
20221128_110903_1.jpg,26,Los Viajes de Gulliver = Gulliver's travel ,"Swift, Jonathan, 1667-1745",441.2 Swi,,False,False,False,Dualbooks   6,4 Aprenentatge Llengües,DualBooks Gullíver avels 441.2 Swi
20221128_110903_1.jpg,27,La Isla del Tesoro = Treasure island ,"Stevenson, Robert Louis, 1850-1894",441.2 Ste,,False,False,False,Dualbooks   1,4 Aprenentatge Llengües,I DualBooks oro 441.2 Ste d
20221128_110903_1.jpg,43,Classic ghost stories  ,"Scott, Sheila",441.2 Sco,9789963515042,False,False,False,Burlington reader. E4,4 Aprenentatge Llengües,KILLER I I I I 7 I 441.2 Sco 641
20221128_110903_1.jpg,3,The Sugar glider ,"Neilsen, Rod",441.2 Nei,,False,False,False,Cambridge English readers. Level 5,4 Aprenentatge Llengües,T F 5 The Sugar Glider Rod with 441.2 Nei لنتا MA
20221128_110903_1.jpg,2,Dolphin music ,"Moses, Antoinette",441.2 Mos,,False,False,False,Cambridge English readers. Level 5,4 Aprenentatge Llengües,ENGLISH READERS 5 Dolphin Music Antoinette 441.2 Mos
20221128_110903_1.jpg,11,Night without end ,"MacLean, Alistair, 1922-1987",441.2 Mac,,False,False,False,Oxford bookworms. Stage 6,4 Aprenentatge Llengües,NIGHT WITHOUT END Alisa 441.2 Mac
20221128_110903_1.jpg,4,The Way home ,"Leather, Sue",441.2 Lea,,False,False,False,Cambridge English readers. Level 6,4 Aprenentatge Llengües,The Way Home Sue Leather 441.2 Lea
20221128_110903_1.jpg,7,King's ransom ,"MacBain, Ed, 1926-2005",441.2 Mac,,False,False,False,Oxford bookworms library. Stage 5,4 Aprenentatge Llengües,5 KING'S RANSOM
20221128_110903_1.jpg,41,A Dream come true ,"Hutchinson, Andrea M.",441.2 Hut,,False,False,False,The Black cat,4 Aprenentatge Llengües,DOMINOES Andrea M. Hutchinson THE TRAVEL DE A Dream Come True 441.2 Hut
20221128_110903_1.jpg,34,El Corazón de las tinieblas = Heart of darkness ,"Conrad, Joseph, 1857-1924",441.2 Con,,False,False,False,Dualbooks   13,4 Aprenentatge Llengües,14 DualBooks de las tinieblas rkness 441.2 Con
20221128_110903_1.jpg,22,A Close shave : based on Nick Park's Oscar-Winning characters ,"Bowler, Bill",441.2 Clo,,False,False,False,Dominoes two,4 Aprenentatge Llengües,DOMINOES 2 A CLOSE SHAVE AARDMAN 441.2 Clo
20221128_110903_1.jpg,35,Cuento de Navidad = A christmas carol ,"Dickens, Charles, 1812-1870",441.2 Dic,,False,False,False,Dualbooks   9,4 Aprenentatge Llengües,9 DualBooks dad rol 441.2 Dic
20221128_110903_1.jpg,44,The Big story ,"Escott, John",441.2 Esc,,False,False,False,Dominoes starter,4 Aprenentatge Llengües,DOMINOES THE BIG STORY JOHN ESCOTT 441.2 Esc E Esc
20221128_110903_1.jpg,21,Alicia en el País de las Maravillas = Alice in Wonderland ,"Carroll, Lewis, 1832-1898",441.2 Car,,False,False,False,Dualbooks   5,4 Aprenentatge Llengües,5 DualBooks de las maravillas ures in Wonderland 441.2 Car
20221128_110903_1.jpg,16,A Pocket full of rye ,"Christie, Agatha, 1890-1976",441.2 Chr,,False,False,False,Collins English readers,4 Aprenentatge Llengües,Collins Agatha Christie A Pocket Full of Rye 441.2 Chr
20221128_110903_1.jpg,39,Ghost Stories , ,441.2 Gho,,False,False,False,Oxford bookworms. Stage 5,4 Aprenentatge Llengües,5 GHOST STORIES Retold by Rosen 441.2 Gho
20221128_110903_1.jpg,36,"I, robot : short stories ", ,441.2 Asi,,False,False,False,Oxford bookworms library. Stage 5,4 Aprenentatge Llengües,5 I. ROBOT - SHORT STORIES 441.2 Asi
20221128_110903_1.jpg,14,The Riddle of the sands ,"Childers, Erskine, 1870-1922",441.2 Chi,,False,False,False,Oxford bookworms library. Stage 5,4 Aprenentatge Llengües,5 THE RIDDLE OF THE SANDS Ersk 441.2 Chi
20221128_110903_1.jpg,23,The Dead of Jericho ,"Dexter, Colin, 1930-2017",441.2 Dex,,False,False,False,Oxford bookworms. Black series. Stage 5,4 Aprenentatge Llengües,THE DEAD OF JERICHO 441.2 Dex
20221128_110903_1.jpg,20,The Bride price ,"Border, Rosemary",441.2 Eme,,False,False,False,Oxford bookworms library. Stage 5,4 Aprenentatge Llengües,5 THE BRIDE PRICE Buc 441.2 Eme
20221128_110903_1.jpg,24,Do androids dream of electric sheep? ,"Hopkins, Andy",441.2 Dic,,False,False,False,Oxford bookworms library. Stage 5,4 Aprenentatge Llengües,5 DO ANDROIDS DREAM OF ELECTRIC SHEEP? 441.2 Dic
20221128_110903_1.jpg,46,The Three strangers and other stories ,"Hardy, Thomas, 1840-1928",441.2 Har,,False,False,False,Oxford bookworms library. Stage 3,4 Aprenentatge Llengües,IN DANGER THE THREE STRANGERS AND OTHER STORIES Thuman Hard 441.2 Har
20221128_110903_1.jpg,19,Dublin people : short stories ,"Binchy, Maeve, 1940-2012",441.2 Bin,,False,False,False,Oxford bookworms. Stage 6,4 Aprenentatge Llengües,DUBLIN PEOPLE - SHORT STORIES 441.2 Bin
20221128_110903_1.jpg,45,Tales of the supernatural ,"Brennan, Frank (Escriptor britànic)",441.2 Bre,,False,False,False,Cambridge English readers. Level 3,4 Aprenentatge Llengües,3 Tales of the Supernatural Frank Brennan 441.2 Bre
20221128_110903_1.jpg,13,Windows of the mind ,"Brennan, Frank (Escriptor britànic)",441.2 Bre,,False,False,False,Cambridge English readers. Level 5,4 Aprenentatge Llengües,5 Windows of the Mind Frank Brennan 41.2 Bre
20221128_110903_1.jpg,10,Ghost Stories , ,441.2 Gho,,False,False,False,Oxford bookworms. Stage 5,4 Aprenentatge Llengües,Rosemary Border GHOST STORIES 5 441.2 Gho
20221128_110903_1.jpg,47,Far from the madding crowd ,"Hardy, Thomas, 1840-1928",441.2 Har,,False,False,False,Oxford bookworms. Stage 5,4 Aprenentatge Llengües,FAR FROM THE MADDING CROWD Thomas Handy 441.2 Har
20221128_110903_1.jpg,42,Casino Royale ,"Escott, John",441.2 Fle,,False,False,False,Macmillan readers. Pre-Intermediate,4 Aprenentatge Llengües,CASINO ROYALE LAS LEMING MACMILL 441.2 Fle
20221128_110903_1.jpg,18,,,,,False,False,True,,4 Aprenentatge Llengües,ALICE'S IN WONDERLAND Lewis Carroll ON THE EDGE Cro IPO 7'Thb
20221128_110903_1.jpg,17,The Wizard of Oz ,"Border, Rosemary",441.2 Bau,,False,False,False,Oxford bookworms. Stage 1,4 Aprenentatge Llengües,THE WIZARD OF oz L.Frank Baum 441.2 Bau
20221128_110903_1.jpg,15,Cry freedom ,"Briley, John",441.2 Bri,,False,False,False,Oxford bookworms. Stage 6,4 Aprenentatge Llengües,CRY FREEDOM John Briles 1.2 Bri
20221128_110903_1.jpg,40,Little women ,"Alcott, Louisa May, 1832-1888",441.2 Alc,,False,False,False,Oxford bookworms library. Stage 4,4 Aprenentatge Llengües,LITTLE WOMEN Louis 441.2 Alc
20221128_110903_1.jpg,48,,,,,False,False,True,,4 Aprenentatge Llengües,I 1 PEARSON NOSTIV34
20221128_110903_1.jpg,9,Batman begins ,"Kane, Bob, 1915-1998",441.2 Kan,,False,False,False,Scholastic. ELT Readers - level 2,4 Aprenentatge Llengües,BATMAN BEGINS 441.2 Kan
20221128_110927_0.jpg,55,,,,,True,False,False,,4 Aprenentatge Llengües,in I
20221128_110927_0.jpg,0,,,,,True,False,False,,4 Aprenentatge Llengües,LIBRARIES 442 Mit Frankfurter Geschäfte Stafanie Walfing HelBe Sput in München Wer ist cigentlich? Carl Benz 442 2 Bai WIL و 1402
20221128_110927_0.jpg,7,,,,,True,False,False,,4 Aprenentatge Llengües,IDIOMAS lonely planet Alemán dia America de & para el 442 Ale 442 Ale adi
20221128_110927_0.jpg,1,,,,,True,False,False,,4 Aprenentatge Llengües,AFFERATION
20221128_110927_0.jpg,48,,,,,False,True,False,,4 Aprenentatge Llengües,ALEMÁN CAZAPALABRAS EN 442 Bre
20221128_110927_0.jpg,56,,,,,False,True,False,,4 Aprenentatge Llengües,ANEXO ALEMÁN re 442
20221128_110927_0.jpg,8,,,,,False,True,False,,4 Aprenentatge Llengües,Kurs-und Übungsbuch DaF kompakt neu A2 442 Daf
20221128_110927_0.jpg,39,,,,,False,True,False,,4 Aprenentatge Llengües,Kurs- und Ubungsbuch DaF kompakt B1 442 Daf
20221128_110927_0.jpg,47,,,,,False,True,False,,4 Aprenentatge Llengües,ALEMÁN LIBRO DEL ALUMNO 442 Bre
20221128_110927_0.jpg,4,,,,,True,False,False,,4 Aprenentatge Llengües,442 ALEMANY
20221128_110927_0.jpg,21,Mit Erfolg zu Start Deutsch ,"Hantschel, Hans-Jürgen",442 Han,9783126768023 (Übungsbuch),False,False,False,,4 Aprenentatge Llengües,Testbuch Mit Erfolg zum Goethe-/OSD-Zertifikat B1 für Jugendliche
20221128_110927_0.jpg,52,,,,,False,True,False,,4 Aprenentatge Llengües,Goethe-Zertifikat B2 Prüfungstraining 442 Mae Cor
20221128_110927_0.jpg,38,,,,,False,True,False,,4 Aprenentatge Llengües,Schaefer/Werff Fit fürs Goethe-Zertifikat A2/Fit in Deutsch Deutschprüfung für Jugendliche 442 Fit
20221128_110927_0.jpg,44,Deutsch-test für zuwanderer : drei vollständige Modelltests mit Schritt für Schritt Anleitung Für Anfänger (A2) und Fortgeschritenne (B1) : mit zwei Audio * MP3-CDs und Information zu Prüfung und Bewertung ,"Hauschild, Alke",442 Hau,9783125627147,False,False,False,Telc,4 Aprenentatge Llengües,PONS SCH-TEST FÜR ZUWANDERER 442 Hau
20221128_110927_0.jpg,50,Momo ,"Ende, Michael, 1929-1995",442.2 End,,False,False,False,Deutsch  leichter lesen,4 Aprenentatge Llengües,MOMO.Michael Ende 442.2 End
20221128_110927_0.jpg,25,,,,,False,False,True,,4 Aprenentatge Llengües,Ubungsbuch festbuch Mit Erfolg zu Start Deutsch A1-A2 Mit Erfolg zu Start Deutsch A1 A2 442 Han 442 Han كالا U
20221128_110927_0.jpg,26,"Arena A2 : training zur Prüfung Goethe-Zertifikat A2, Fit in Deutsch ","Fakos, Evangelos",442 Fak,9789608261730,False,False,False,,4 Aprenentatge Llengües,Arena A2 442 Fak
20221128_110927_0.jpg,35,Alemán fácil Espasa ,"Pineda, José Manuel",442 Pin,,False,False,False,,4 Aprenentatge Llengües,alemán fácil ESPASA 442 Pin
20221128_110927_0.jpg,23,,,,,False,True,False,,4 Aprenentatge Llengües,Kursbuch C1 studio Die Mittelstufe 442 Stu Corr
20221128_110927_0.jpg,65,Verschollen in Berlin : Deutsch als fremdsprache A2 ,"Baier, Gabi",442.2 Bai,9783125560352,False,False,False,Tatort DaF,4 Aprenentatge Llengües,E 442.2 Bai
20221128_110927_0.jpg,6,Alemán fácil Espasa ,"Pineda, José Manuel",442 Pin,,False,False,False,,4 Aprenentatge Llengües,lemán fácil ( 442 Pin
20221128_110927_0.jpg,51,Das Idealpaar ,"Thoma, Leonhard",442.2 Tho,,False,False,False,Deutsch als Fremdsprache (Hueber),4 Aprenentatge Llengües,5 min : Das Idealpaar LEONHARD THOMA 442.2 Tho Hueber
20221128_110927_0.jpg,60,Der Räuber Hotzenplotz ,"Preußler, Otfried, 1923-2013",442.2 Pre,,False,False,False,Deutsch  leichter lesen,4 Aprenentatge Llengües,Räuber Hotzenplotz Otfried Preußler 442.2 Pre of
20221128_110927_0.jpg,57,Der Hundetraum und andere Verwirrungen ,"Thoma, Leonhard",442.2 Tho,,False,False,False,Zeilenlineal,4 Aprenentatge Llengües,mi Audio CD Der Hundetraum Leonhard Thoma 442.2 Tho Hueb
20221128_110927_0.jpg,31,Ana auf Reisen : roman in deutscher Sprache : niveaustufe B1 ,"Sundahl-Hiller, Edith von",442.2 Sun,,False,False,False,,4 Aprenentatge Llengües,EDITH VON SUNDAHL-HILLER any REISEN 442.2 Sun
20221128_110927_0.jpg,5,Ejercicios : gramática de la lengua alemana ,"Castell, Andreu",442.6 Cas,,False,False,False,Lengua y traducción,4 Aprenentatge Llengües,Andreu Castell explicaciones y ejemplos mática de la ua alemana 442.6 Cas Edit Hu
20221128_110927_0.jpg,53,Spannende tour im Schwarzwald ,"Wagner, Andrea Maria",442.2 Wag,9783125569997,False,False,False,Deutsch als Fremdsprache (Klett),4 Aprenentatge Llengües,442.2 Wag
20221128_110927_0.jpg,12,Ejercicios : gramática de la lengua alemana ,"Castell, Andreu",442.6 Cas,,False,False,False,Lengua y traducción,4 Aprenentatge Llengües,Andreu Castell- Brigitte Braucek libro de ejercicios amática de la gua alemana Edi 442.6 Cas Hu
20221128_110927_0.jpg,45,Programm : alemán para hispanohablantes. Grámatica = Grammatik ,"Corcoll, Brigitte",442.6 Cor,,False,False,False,,4 Aprenentatge Llengües,PROGRAMM GRAMÁTICA Y ROBERTO CORCOLL 442.6 Cor
20221128_110927_0.jpg,17,Kompaktgrammatik Deutsch als Fremdsprache : zum schnellen Nachschlagen ,"Funk, Hermann",442.6 Fun,,False,False,False,Lex:tra,4 Aprenentatge Llengües,lex:tra Fromdsprache ompaktgrammatik Deutsch 442.6 Fun C
20221128_110927_0.jpg,28,Klipp und klar : gramática práctica de alemán A1-B1 ,"Fandrych, Christian",442.6 Fan,,False,False,False,Deutsch als Fremdsprache,4 Aprenentatge Llengües,Klipp und Klar Gramática práctica de alemán A1-B1
20221128_110927_0.jpg,16,Gramática alemana : manual práctico, ,442.6 Gra,,False,False,False,Gramática alemana   1,4 Aprenentatge Llengües,Gramática alemana 442.6 Gra
20221128_110927_0.jpg,15,,,,,True,False,False,,4 Aprenentatge Llengües,442.6 Fan
20221128_110927_0.jpg,18,,,,,False,True,False,,4 Aprenentatge Llengües,Selbstlernkurs Deutsch für Anfänger Curso de autoaprendizaje de alemán para principiantes er Hu 442 Auf
20221128_110927_0.jpg,46,Gramática alemana Espasa : la mejor guía para los estudiantes de alemán de todos los niveles ,"Pineda, José Manuel",442.6 Pin,,False,False,False,,4 Aprenentatge Llengües,gramática alemana ESPASA 442.6 Pin
20221128_110927_0.jpg,14,Klipp und klar : gramática práctica de alemán A1-B1 ,"Fandrych, Christian",442.6 Fan,,False,False,False,Deutsch als Fremdsprache,4 Aprenentatge Llengües,Gramática práctica de alemán A1 B1 Klipp und Klar 675387 442.6 Fan
20221128_110927_0.jpg,40,Gramática alemana exprés = Deutsche Grammatik-kurz und schmerzlos ,"Stief, Christine",442.6 Sti,,False,False,False,,4 Aprenentatge Llengües,Gramática alemana-Deutsche Grammatik L 442.6 Sti
20221128_110927_0.jpg,61,,,,,True,False,False,,4 Aprenentatge Llengües,- - ٨٨
20221128_110927_0.jpg,54,,,,,True,False,False,,4 Aprenentatge Llengües,"el Delibes,"
20221128_104440_2.jpg,20,,,,,True,False,False,,434 Castellà,paligrosas weep a ORAN
20221128_104440_2.jpg,29,El Palacio fantasma ,"Alonso, Ana",434.2 Alo,,False,False,False,Lecturas graduadas. Nivel A2+,434 Castellà,I a I e I 434.2 Alo
20221128_104440_2.jpg,24,,,,,True,False,False,,434 Castellà,S 155 I O
20221128_104440_2.jpg,28,,,,,True,False,False,,434 Castellà,I THE FOOD MAZARILLO DE FORMES Amonino
20221128_104440_2.jpg,0,,,,,True,False,False,,434 Castellà,I 434.2 Laz f I
20221128_104440_2.jpg,15,,,,,True,False,False,,434 Castellà,FROM DON QUNOTE 6 Miguel a Carvantos 434.2 Cer
20221128_104440_2.jpg,16,,,,,True,False,False,,434 Castellà,Frankensten a at made.ru Promotio 14199 and 5
20221128_104440_2.jpg,22,,,,,True,False,False,,434 Castellà,and | I MAY 5
20221128_104440_2.jpg,26,,,,,True,False,False,,434 Castellà,I 8 I I I GRUP 411.2 Red
20221128_104440_2.jpg,19,,,,,True,False,False,,434 Castellà,their the DOVER 52 de -
20221128_104440_2.jpg,17,,,,,True,False,False,,434 Castellà,LE Doy
20221128_104440_2.jpg,14,,,,,True,False,False,,434 Castellà,! 4 1 a and 434.2 Cer
20221128_104440_2.jpg,21,,,,,True,False,False,,434 Castellà,I I 1 I KIDS 80 : 434.2 Tax
20221128_104357_0.jpg,11,Diccionario de la lengua española : más de 50.000 entradas y 150.000 definiciones : apéndices de conjugación de verbos regulares e irregulares, ,434(03) Dic,,False,False,False,,4 Enciclopèdies i Diccionaris,EXCLOS PRESTEC REAL ACADEMIA ESPANOLA 300 AÑOS ASOCIACIÓN DE ACADEMIAS DE LA LENGUA ESPANOLA DC Diccionario de la lengua es Party ola
20221128_104357_0.jpg,3,,,,,True,False,False,,4 Enciclopèdies i Diccionaris,NUEVO ENTOR eractivo NCICLOPEDIA
20221128_104357_0.jpg,9,Diccionario de expresiones y locuciones del español ,"Martínez López, Juan Antonio",434(03) Mar,,False,False,False,Biblioteca de nuestro mundo   504,4 Enciclopèdies i Diccionaris,504 locuciones del español Diccionario de expresiones y Antonio Martínez López nnette Myre Jorgensen 434(03) Mar
20221128_104357_0.jpg,8,Breve diccionario etimológico de la lengua castellana ,"Coromines, Joan, 1905-1997",434(03) Cor,,False,False,False,,4 Enciclopèdies i Diccionaris,Coromines Joan de la lengua caste Breve diccionario timológico. L 434(03) Cor
20221128_104357_0.jpg,6,Diccionario secundaria y bachillerato : lengua española , ,434(03) Dic,,False,False,False,Vox (Anaya),4 Enciclopèdies i Diccionaris,Lengua española Diccionario y Bachillerato Secundaria 434(03) Dic ne
20221128_104357_0.jpg,27,Diccionari castellà-català i català-castellà ,"Albertí, Santiago, 1930-1997",434(03) Alb,,False,False,False,,4 Enciclopèdies i Diccionaris,DICCIONARI CASTELLÀ-CATALÀ CATALÀ-CASTELLÀ
20221128_104357_0.jpg,4,"Diccionari bilingüe manual català-castellà, castellano-catalán ", ,434(03) Dic,,False,False,False,Vox (Larousse),4 Enciclopèdies i Diccionaris,Diccionari bilingüe Manual Catala-Castella / Castellano-Catalan 434(03) Dic
20221128_104357_0.jpg,7,"Nuevo diccionario visual : español, inglés, francés, alemán, italiano ","Corbeil, Jean Claude",434(03) Cor,,False,False,False,,4 Enciclopèdies i Diccionaris,Espanol Ingles Francés Aleman Italiano nuevo DICCIONARIO visual Jean-Claude Corbeil con acceso online 434(03) Cor SSE
20221128_104357_0.jpg,14,"Diccionari essencial : castellano-catalán, català-castellà", ,434(03) Dic,,False,False,False,Vox (Spes),4 Enciclopèdies i Diccionaris,DICCINA ESSENCIAL CATALÀ CASTELLA CASTELLANO CATALÁN 434(03) Dic
20221128_104357_0.jpg,10,Diccionario de sinónimos y palabras afines ,"Gutiérrez Gutiérrez, Carmen",434(03) Gut,,False,False,False,,4 Enciclopèdies i Diccionaris,y palabragfines Diccionario de a 434(03) Gut
20221128_104357_0.jpg,2,,,,,True,False,False,,4 Enciclopèdies i Diccionaris,NT
20221128_104357_0.jpg,5,,,,,False,True,False,,4 Enciclopèdies i Diccionaris,diccionario de la lengua española 434(03) Dic
20221128_104357_0.jpg,15,Nuevo diccionario de dudas y dificultades de la lengua española ,"Seco, Manuel",434(03) Sec,,False,False,False,,4 Enciclopèdies i Diccionaris,y DIFICULTADES MANUEL SECO
20221128_104357_0.jpg,13,Locuciones : diccionario práctico, ,434(03) Loc,,False,False,False,,4 Enciclopèdies i Diccionaris,LOCUCIONES DICCIONARIO PRACTIC O 434(03) Loc SF
20221128_104357_0.jpg,1,Diccionario de sinónimos y antónimos : cerca de 19000 entradas y más de 100000 sinónimos y antónimos, ,434(03) Dic,,False,False,False,,4 Enciclopèdies i Diccionaris,diccionario inónimos 434(03) Dic y antónimos
20221128_104357_0.jpg,19,¡Bienvenidos! : el primer diccionario de español , ,434(03) Bie,,False,False,False,,4 Enciclopèdies i Diccionaris,¡BIENVENIDOS! 434(03) Bie
20221128_104357_0.jpg,17,,,,,True,False,False,,4 Enciclopèdies i Diccionaris,434(03) Alb
20221128_104506_1.jpg,4,El Mundo de las palabras : una introducción a la naturaleza humana ,"Pinker, Steven",4.01 Pin,,False,False,False,Paidós transiciones   67,4 Filologia. Llengua,67 STEVEN PINKER EL MUNDO DE LAS PALABRAS 4.01 Pin
20221128_104506_1.jpg,7,"Comprendre la comunicació : el llibre del sexe, la poesia i l'empresa ","Serrano, Sebastià",4.01 Ser,,False,False,False,La Mirada (Proa)   38,4 Filologia. Llengua,4.01 Ser Sebastià Serrano Comprendre la comunicació
20221128_104506_1.jpg,25,L'Instint de la seducció ,"Serrano, Sebastià",4.01 Ser,,False,False,False,Sèrie A d'Ara Llibres,4 Filologia. Llengua,4.01 Ser Sebastià Serrano L'instint de la seducció
20221128_104506_1.jpg,24,Quinze lliçons sobre el llenguatge : i algunes sortides de to ,"Tusón, Jesús, 1939-2017",4.01 Tus,,False,False,False,,4 Filologia. Llengua,JESÚS TUSON 4.01 Tus QUINZE LLIÇONS SOBRE EL LLENGUATGE
20221128_104506_1.jpg,5,Tots som diferents : textos normatius de la UNESCO sobre diversitat cultural i lingüística = Todos somos diferentes : textos normativos de la UNESCO sobre diversidad cultural y lingüística.., ,4.07 Tot,8496521168,False,False,False,,4 Filologia. Llengua,TOTS SOM DIFERENTS 4.07 Tot
20221128_104506_1.jpg,26,,,,,False,False,True,,4 Filologia. Llengua,4.07 Tus Jesús Tuson MAL DE LLENGÜES 187 Jesús Tuson Patrimoni natural 4.07 Tus
